http://laws-lois.justice.gc.ca/eng/acts/C-25/index.html,Cape Breton Development Corporation Act
http://laws-lois.justice.gc.ca/eng/acts/C-25.2/index.html,Cape Breton Development Corporation Divestiture Authorization and Dissolution Act
http://laws-lois.justice.gc.ca/eng/acts/C-26/index.html,Carriage by Air Act
http://laws-lois.justice.gc.ca/eng/acts/C-27.2/index.html,Caughnawaga Indian Reserve Act
http://laws-lois.justice.gc.ca/eng/acts/C-27.4/index.html,Celebrating Canada’s Seniors Act
http://laws-lois.justice.gc.ca/eng/acts/C-27.5/index.html,Centennial Flame Research Award Act
http://laws-lois.justice.gc.ca/eng/acts/C-27.55/index.html,Charities Registration (Security Information) Act
http://laws-lois.justice.gc.ca/eng/acts/C-27.6/index.html,Chemical Weapons Convention Implementation Act
http://laws-lois.justice.gc.ca/eng/acts/C-27.7/index.html,Child Day Act
http://laws-lois.justice.gc.ca/eng/acts/C-28/index.html,Children of Deceased Veterans Education Assistance Act
http://laws-lois.justice.gc.ca/eng/acts/C-28.5/index.html,Children’s Special Allowances Act
http://laws-lois.justice.gc.ca/eng/acts/C-28.51/index.html,Children’s Special Allowances Act [Shell]
http://laws-lois.justice.gc.ca/eng/acts/C-29/index.html,Citizenship Act
http://laws-lois.justice.gc.ca/eng/acts/C-29.7/index.html,Civil Air Navigation Services Commercialization Act
http://laws-lois.justice.gc.ca/eng/acts/C-31.3/index.html,Civil International Space Station Agreement Implementation Act
http://laws-lois.justice.gc.ca/eng/acts/C-31.5/index.html,Civil Marriage Act
http://laws-lois.justice.gc.ca/eng/acts/C-31.6/index.html,Civil Service Insurance Act
http://laws-lois.justice.gc.ca/eng/acts/C-31/index.html,Civilian War-related Benefits Act
http://laws-lois.justice.gc.ca/eng/acts/C-31.7/index.html,Claim Settlements (Alberta and Saskatchewan) Implementation Act
http://laws-lois.justice.gc.ca/eng/acts/C-31.8/index.html,Clarity Act
http://laws-lois.justice.gc.ca/eng/acts/C-0.2/index.html,CN Commercialization Act
http://laws-lois.justice.gc.ca/eng/acts/C-33/index.html,Coastal Fisheries Protection Act
http://laws-lois.justice.gc.ca/eng/acts/C-33.3/index.html,Coasting Trade Act
http://laws-lois.justice.gc.ca/eng/acts/C-34.6/index.html,Commercial Arbitration Act
http://laws-lois.justice.gc.ca/eng/acts/C-36/index.html,Companies’ Creditors Arrangement Act
http://laws-lois.justice.gc.ca/eng/acts/C-34/index.html,Competition Act
http://laws-lois.justice.gc.ca/eng/acts/C-36.4/index.html,Competition Tribunal Act
http://laws-lois.justice.gc.ca/eng/acts/C-36.5/index.html,Comprehensive Nuclear Test-Ban Treaty Implementation Act [Not in force]
http://laws-lois.justice.gc.ca/eng/acts/C-36.6/index.html,Condominium Ordinance Validation Act
http://laws-lois.justice.gc.ca/eng/acts/C-36.65/index.html,Conflict of Interest Act
http://laws-lois.justice.gc.ca/eng/acts/C-36.7/index.html,Constitutional Amendments
http://laws-lois.justice.gc.ca/eng/acts/C-38/index.html,Consumer Packaging and Labelling Act
http://laws-lois.justice.gc.ca/eng/acts/C-38.5/index.html,Continental Bank of Canada An Act to incorporate
http://laws-lois.justice.gc.ca/eng/acts/C-38.7/index.html,Contraventions Act
http://laws-lois.justice.gc.ca/eng/acts/C-38.8/index.html,Controlled Drugs and Substances Act
http://laws-lois.justice.gc.ca/eng/acts/C-41.01/index.html,Cooperative Credit Associations Act
